index,repo_name,code-smells_ncloc,bug-fix-commits_ratio,avg_bug-issue_time,cognitive-complexity_ncloc
67,espruino/EspruinoWebIDE,0.0559461490877405,0.1841059602649006,4760924.388888889,0.8949587936757105
68,nextcloud/text,0.0048114775610182,0.0788336933045356,3395254.074829932,0.0367421922841396
69,loqui/im,0.1458599692287689,0.2279279279279279,4205859.7518797,2.167334821331831
70,perak/kitchen-site,0.0540037243947858,0.0,3032953.296296296,0.3273743016759776
71,project-serum/spl-token-wallet,0.0137513110360097,0.084,1401489.7142857143,0.1039505885094977
72,NemProject/NanoWallet,0.0249542570171682,0.1342794759825327,2039730.066666667,0.1010238642114688
73,hainguyents13/mechvibes,0.0099502487562189,0.2777777777777778,inf,0.1800995024875621
74,moudy/agenda-ui,0.0074349442379182,inf,inf,0.0687732342007435
75,midudev/covid-vacuna,0.012058212058212,0.0974212034383954,inf,0.0515592515592515
76,twolfson/google-music-electron,0.0065189048239895,0.0549450549450549,2353823.5,0.1525423728813559
77,pboyer/flood,0.0545018007202881,0.1068702290076335,inf,0.2304921968787515
78,saviomartin/gradientking,0.0120292887029288,0.0220588235294117,inf,0.0957112970711297
79,felixmariotto/Edelweiss,0.0430767616349231,0.1797945205479452,inf,0.3499921297025027
80,cliss/camel,0.0248833592534992,0.3260869565217391,inf,0.23950233281493
81,madisvain/upcount,0.0092338407786373,0.1614349775784753,1733288.2727272727,0.0641377589218867
82,AmruthPillai/ResumeOnTheWeb-Gatsby,0.0025342118601115,0.1617647058823529,inf,0.0157121135326913
83,percolatestudio/percolatestudio.com,0.0,0.0387096774193548,321357.6842105263,0.0212134068731438
84,ioBroker/ioBroker.vis,0.0347646464202522,0.2071806945261918,2119266.1666666665,0.5217333977936975
85,bjnortier/shapesmith,0.0287801540532786,0.0814814814814814,305869.4705882353,0.5813855966805712
86,radekstepan/burnchart,0.0265060240963855,0.0782122905027933,inf,0.1184165232358003
87,zaknelson/hike.io,0.027861294848667,0.0456026058631921,4641605.0,0.3092804169172178
88,meteorhacks/kadira,0.0499078057775046,0.1036446469248291,4149721.111111111,0.0920712968653964
89,recall-photos/recall-app,0.0008264462809917,0.0108695652173913,inf,0.0446280991735537
90,Capgemini/mesos-ui,0.0215966062475896,0.1692307692307692,739038.6,0.045892788276128
91,UWFlow/rmc,0.0387406472550256,0.164765525982256,3110426.3846153845,1.0006310285765798
92,doxxx/ffxiv-craft-opt-web,0.0288235294117647,0.0682556879739978,3350719.1428571427,0.1861764705882353
93,kentcdodds/react-github-profile,0.0066162570888468,0.109375,inf,0.0293005671077504
94,krasnoukhov/helloworldquiz,0.0305433314452529,inf,inf,1.2617750860528951
95,imgbi/img.bi,0.0216450216450216,0.1627906976744186,483472.1666666667,0.1188071188071188
96,chatwoot/chatwoot-mobile-app,0.0103487529752664,0.2857142857142857,1136302.3333333333,0.0482251888647418
97,Crowducate/crowducate-platform,0.0253349573690621,0.028169014084507,25287.8,0.1123020706455542
98,Vizzuality/gfw,0.0100162558907078,0.1669858528448755,3498496.068965517,0.1122805865256728
99,ChrisCummins/chriscummins.github.io,0.0420509037255625,0.0779220779220779,inf,0.1868929054469445
100,owncloud/tasks,0.0190894733228043,0.0425055928411633,3640659.481481481,0.1891780539723958
101,irislib/iris-messenger,0.0703641782365341,0.1534603811434303,inf,0.5014901504688523
102,divanov11/Mumble,0.0104484809516154,0.2397094430992736,264428.12658227846,0.0376145314258157
103,creationix/tedit,0.0273833671399594,0.0433839479392624,inf,0.3000338066260987
104,alichtman/deadbolt,0.0205607476635514,0.056338028169014,2399713.0,0.0542056074766355
105,vercel/swr-site,0.00390625,0.1085271317829457,inf,0.0234375
106,mifi/SimpleInstaBot,0.0133333333333333,inf,3076721.2,0.104
107,Temasys/getaroom,0.0263421976919217,0.1325301204819277,inf,0.4337681886603111
108,raindropio/mobile,0.0142160636386964,0.1005434782608695,inf,0.1378496279189119
109,KarlZhu-SE/ark-funds-monitor,0.0111265646731571,0.2155172413793103,inf,0.1098748261474269
110,stackrole/gatsby-starter-foundation,0.0026229508196721,0.0526315789473684,inf,0.041311475409836
111,tinode/webapp,0.0272851899349931,0.2144053601340033,1350960.5333333334,0.3149957988767523
112,Siddharth11/iTunes-Remote,0.0111524163568773,0.088235294117647,inf,0.0768277571251549
113,DanRuta/xVA-Synth,0.038769820526224,0.1274238227146814,inf,0.5268339431956787
114,alphasights/ember-calendar,0.0022058823529411,0.0663507109004739,1984314.2,0.0375
115,processing/p5.js-website,0.0270359508225377,0.1112061591103507,1416268.311827957,0.1990988016392487
116,brantje/nextnote,0.0053583389149363,0.0891089108910891,7676624.714285715,0.0368385800401875
117,webcatalog/translatium-desktop,0.011605415860735,0.0217391304347826,2835110.2352941176,0.1005802707930367
118,AR-js-org/studio,0.0244648318042813,0.2362869198312236,3672058.1,0.1272171253822629
119,geobalas/Poker,0.0306878306878306,0.0769230769230769,inf,0.3735449735449735
120,digitalbiblesociety/browserbible-3,0.0368993208872363,0.1310432569974554,inf,0.7083430165001162
121,LeoAJ/react-iTunes-search,0.0193164933135215,0.1111111111111111,inf,0.0371471025260029
122,okfn/dataexplorer,0.0288343558282208,0.1777777777777777,937732.4444444444,0.2806748466257668
123,ros2/design,0.0450970110120608,inf,inf,0.4058730991085474
124,amejiarosario/meanshop,0.0085221367699023,0.2209302325581395,5443515.0,0.0658906672209519
125,codio/iloveopensource,0.018023491292021,0.2955974842767295,253439.3333333333,0.1909680032401782
126,heartexlabs/label-studio-frontend,0.0192093928025566,0.2126816380449141,inf,0.167118243712658
127,llaske/sugarizer,0.033392013107086,0.1053236307927996,4730145.418367347,0.3727137467537303
128,owncloud-archive/documents,0.0201319477871846,0.0775862068965517,3610080.3870967743,0.2943341733442818
129,kothariji/SyntaxMeets,0.0073015873015873,0.0816326530612244,134824.0,0.0447619047619047
130,mdaines/grammophone,0.0089468302658486,0.0510204081632653,inf,0.2295501022494887
131,aullman/opentok-meet,0.0046125461254612,0.099502487562189,98459.46153846152,0.1118542435424354
132,IliasHad/makerlapse-app,0.0184544405997693,0.024390243902439,inf,0.0795847750865051
133,vote4hk/warsinhk,0.0121542330259849,0.6109725685785536,3069395.625,0.0551550712489522
134,Esri/ago-assistant,0.0208801077682981,0.2099737532808399,4507495.3125,0.3612483161203412
135,ReactiveX/reactivex.github.io,0.0157194914567981,0.02,3415286.6,0.1093529840472912
136,joehoyle/vienna,0.0108022239872915,0.0488721804511278,inf,0.0521048451151707
137,graham-walker/youtube-dl-react-viewer,0.0148468079362936,0.05,inf,0.1785666081792414
138,tower/tower.github.io,0.034066317626527,0.0144927536231884,inf,1.3259336823734729
139,calculist/calculist,0.0241064006650041,0.0833333333333333,4467407.888888889,0.2369077306733167
140,klayveR/xenontrade,0.0271682340647857,0.1493506493506493,inf,0.1509926854754441
141,OpenSprinkler/OpenSprinkler-App,0.029080592251086,0.1401160196340919,9556357.714285716,0.3825693767177941
142,ecaron/smart-nightlight-manager,0.0188998589562764,0.032258064516129,inf,0.4851904090267983
143,avalanche123/cassandra-web,0.0536885245901639,inf,inf,1.2039617486338798
144,metamaps/metamaps,0.0230217126348575,0.2287822878228782,3648074.130434783,0.2091364600731278
145,codelitdev/courselit,0.008555392076726,0.1407035175879397,7979757.444444444,0.0541659855048771
146,carlelieser/Flixerr,0.0188043783328655,0.0805369127516778,2012631.2,0.1596968846477687
147,simonv3/quick-survey,0.0016355737285969,0.0178571428571428,inf,0.0083823153590595
148,jellyfin/jellyfin-expo,0.0024930747922437,0.1005917159763313,2858602.8571428573,0.0396121883656509
149,joaomgcd/JoinDesktop,0.0507509805797378,0.1724137931034483,inf,0.4629771357505022
150,matomo-org/matomo-mobile-2,0.0181605839416058,0.2555746140651801,3614504.424242424,0.1733722627737226
151,emuflight/EmuConfigurator,0.0345619559177625,0.1913043478260869,8893532.857142856,0.3663270976106686
152,bhj/karaoke-forever,0.0083718880810751,0.1350210970464135,inf,0.1072923551443049
153,dotsmesh/dotsmesh-web-app,0.0714763852733358,0.0784313725490196,inf,0.4052063964298996
154,stimulant/ampm,0.0823942164575802,0.1002227171492204,4099281.0,1.4894216457580267
155,tidepool-org/uploader,0.0170282542885973,0.1528773832429596,6408862.94117647,0.1682823987314401
156,tbusser/jscc,0.0075697211155378,0.1451612903225806,inf,0.2103585657370518
157,cleanflight/blackbox-log-viewer,0.0455864457549377,0.0703296703296703,inf,0.3439108864551156
158,conda-forge/conda-forge.github.io,0.050595238095238,0.0090361445783132,5944387.936170213,1.4109094457455114
159,BrewCenter/OpenBrews,0.0258769578941099,0.1134751773049645,860884.5,1.5931004704901437
160,treyhboy/Mint,0.0218318834155261,0.1147540983606557,6890623.0,1.6366709148334904
161,reactjs/ar.reactjs.org,0.0056860691306299,0.0994011976047904,inf,0.0389046835253628
162,kossnocorp/chirrapp,0.024367816091954,0.027027027027027,inf,0.0832183908045977
163,jakubito/spotify-release-list,0.0044032444959443,0.0306513409961685,inf,0.0623406720741599
164,Flowm/satvis,0.0163230240549828,0.0102739726027397,inf,0.0996563573883161
165,thebinarypenguin/socket.io-chess,0.0285049447353112,0.0657894736842105,inf,0.3519488074461896
166,coders4help/volunteer_planner,0.042007824789255,0.0256410256410256,905770.8518518518,0.5598959383697011
167,echofox-team/echofon-firefox-unofficial,0.0254223388551746,inf,5706394.2,0.3016237493849434
168,lukebarnard1/journal,0.0069060773480662,0.055045871559633,8918327.0,0.0317679558011049
169,cocopon/llumino-pwa,0.022703818369453,0.0235294117647058,inf,0.0490196078431372
170,redwoodjs/example-blog,0.0029550827423167,0.0376344086021505,inf,0.0218676122931442
171,madou/armory-app,0.0039730779494173,0.1056994818652849,2867632.153846154,0.02475761259525
172,enlyth/GradientLab,0.0128534704370179,inf,741527.6666666666,0.0719794344473007
173,garage44/ca11,0.0125570776255707,0.2871287128712871,inf,0.1857876712328767
174,cozy/cozy-calendar,0.0644592723152461,0.1496815286624203,5697428.295774648,0.2594108019639934
175,intersystems-community/webterminal,0.0407516413855558,0.35,3472238.888888889,0.2587729227982793
176,mozillahispano/openwapp,0.0331355982982803,0.1732283464566929,5256057.956521739,0.3083468152675415
177,runelite/runelite.net,0.0284190531852717,0.083011583011583,2332061.1428571427,0.1218585622443015
178,nielsdejong/neodash,0.0362077179609337,0.2051282051282051,6076969.5,0.7367000158805781
179,conveyal/modeify,0.0037780870948498,0.0627986348122866,762960.7733333333,0.0362333249760087
180,EBISPOT/OLS,0.0372725980670835,0.2244897959183673,3442338.4285714286,1.8338544627629327
181,soler91/noita-together,0.0146998775010208,0.1212121212121212,1313481.9090909092,0.1584320130665577
182,elm-lang/debug.elm-lang.org,0.046018614270941,0.1398601398601398,inf,0.5382626680455016
183,pavben/WebIRC,0.0254562920268972,0.1330472103004291,inf,0.2327089337175792
184,zendesk/linksf,0.017010935601458,0.1115564462257849,4832727.8125,0.0765492102065613
185,mozilla/donate.mozilla.org,0.0076289658512957,0.1182557280118255,1587109.4181818182,0.0684185032695568
186,ypinskiy/GBF-Raiders,0.027880278802788,0.0944444444444444,inf,0.2730627306273063
187,nmrugg/UE4Launcher,0.0423529411764705,0.1238095238095238,inf,0.2324183006535947
188,Dyalog/ride,0.0221006103978109,0.1882736156351791,4772691.517241379,0.3000420964007577
189,merkle-open/generator-nitro,0.0087440381558028,0.1557465091299677,377138.3571428572,0.0977742448330683
190,Say-Their-Name/say-their-names-web,0.0045897877223178,0.2242990654205607,104955.77777777778,0.0260087970931344
191,lostdesign/linked,0.0065481758652946,0.3068181818181818,1604294.181818182,0.0420954162768942
192,processing/p5.js-website-OLD,0.0402788043980412,0.1273666092943201,817000.4736842106,0.4164337521944008
193,anandtrex/collabdraw,0.061177815894797,0.125,inf,0.2567181246426529
194,liamzebedee/metric,0.0379838768247512,0.1136363636363636,909744.8,0.9813348827075314
195,HITK-TECH-Community/Community-Website,0.0121890547263681,0.1488673139158576,287652.8780487805,0.0899253731343283
196,consindo/stormcloud,0.0394736842105263,0.0317460317460317,982994.8,0.3213753723932472
197,codeforboston/finda,0.010265332753371,0.1458333333333333,919004.3333333334,0.3669421487603306
198,CodersTV/site,0.0348877524486434,0.2470588235294117,1183964.5625,1.4316113374360753
199,mattstauffer/pulledover,0.0460559475806451,inf,inf,1.7970640120967742
200,nanexcool/daistats,0.0230991337824831,0.0626865671641791,inf,0.0452358036573628
201,neo4j-contrib/neo4j-org,0.2896486825595984,0.1623277182235834,1055064.6363636365,1.0747176913425345
202,lewisl9029/toc,0.1764276954691591,0.0792682926829268,568658.472972973,0.7599681813662126
203,AngelGarcia13/DominicanWhoCodes,0.0266225856968853,inf,inf,2.08952496954933
204,zoff-music/zoff,0.060822196966728,0.1497274767553703,1888603.108108108,0.3164948857624329
205,fgl27/SmartTwitchTV,0.0558944368784261,0.0364141949152542,511097.7391304348,0.2816695086920198
206,BurkusCat/r6-operator-counters,0.0429477794045876,0.2272727272727272,298869.1,0.1024890190336749
207,zero-to-mastery/mappypals,0.012603116406966,0.1376146788990825,inf,0.0634738771769019
208,matthiaaas/ftp,0.0346075876049811,0.3529411764705882,36564.2,0.1097596293078482
209,megamsys/nilavu,0.0414543770264011,0.1046182846371347,3455261.6845238097,0.4587000154392465
210,chihacknight/chihacknight.org,0.0229054573405073,0.109090909090909,1947584.0,0.6336664104534974
211,GooBox/goobox-community-gui,0.0094860836026269,0.1275,1640138.5,0.0362764515792765
212,Courseography/courseography,0.0186972438205306,0.1458033573141486,2210714.0303030303,0.3369436964874595
213,badger-cash/badger,0.0262917961408927,0.1255841121495327,6314356.6,0.1081257093947118
214,dicksonleong/Tweetian,0.0265906932573599,0.0821917808219178,inf,0.2389996834441279
215,RelistenNet/relisten-web,0.0180649112063686,0.080168776371308,inf,0.1533986527862829
216,arcaneiceman/kraken-client,0.0254869226488592,0.174757281553398,inf,0.1248747913188647
217,umrum/umrum,0.0313715322789732,0.019108280254777,4992684.8,0.2273787918071039
218,TbLtzk/Centaurus,0.0541037909458962,0.1641791044776119,inf,0.4655870445344129
219,artpi/SmartPi,0.0074135090609555,0.0259740259740259,inf,0.0831960461285008
220,vankasteelj/opensubtitles-uploader,0.023656973878758,0.1624365482233502,2313682.25,0.3203548546081813
221,CarnetApp/CarnetElectron,0.0395401497996864,0.2029520295202952,6477746.4,0.3435522266736341
222,adlnet/lrs-conformance-test-suite,0.0160645845225475,0.1800246609124537,982849.2666666668,0.0716790344940063
223,TerraMap/terramap.github.io,0.0026716990733869,0.1041666666666666,inf,0.0259748521023727
224,ist-dresden/composum-nodes,0.0262754892856905,0.2271914132379248,2000379.2,0.5213920513098961
225,yearn/ygov-finance,0.0247998744310155,0.0392156862745098,inf,0.0673363679171244
226,mappum/0x10code,0.03562874251497,0.136986301369863,inf,0.6058383233532935
227,OpenRA/OpenRAWeb,0.0504144814752157,inf,46822.7,0.594823210962612
228,Grasia/teem,0.0164758447361072,0.1316701316701316,3532785.015625,0.1147724099413571
229,vinitraj10/Django-React-Blog,0.0290948275862068,inf,inf,0.0301724137931034
230,mrtnzlml-archive/zlml.cz,0.0163505559189012,0.0404040404040404,inf,0.0016350555918901
231,appcelerator-se/corporate-directory,0.0204081632653061,0.1951219512195122,inf,0.2725947521865889
232,damianxd/homebridge-vera,0.0491372843210802,0.1830357142857142,608584.1052631579,0.1721680420105026
233,0dataapp/0data,0.0162840363053924,0.0226628895184136,inf,0.0547250400427122
234,saviomartin/codehouse,0.034119782214156,0.2125506072874494,inf,0.094010889292196
235,ginatrapani/narrowthegap,0.0001311475409836,0.4666666666666667,inf,0.0018688524590163
236,owncloud-archive/maps,0.0213958978899217,0.1137724550898203,5518387.176470588,0.4225320938468349
237,gulpjs/gulpjs.github.io,0.0064360418342719,0.0357142857142857,inf,0.0458567980691874
238,Dwyte/cipher-chat,0.0194610778443113,0.2424242424242424,inf,0.0888223552894211
239,didoesdigital/typey-type,0.0167177647943541,0.0537507383343177,inf,0.1316017816856597
240,rocky-linux/rockylinux.org,0.0028735632183908,0.2197309417040358,564537.7692307692,0.0096982758620689
241,PastVu/pastvu,0.0231421493902439,0.041476407914764,5724160.71875,0.691577743902439
242,videojs/videojs.com,0.0272628135223555,0.1415929203539823,inf,0.0191618632185698
243,cloudspokes/arena-web,0.0228295819935691,0.1877394636015325,2133388.621301776,1.3013397642015003
244,victor-stone/dig-react,0.0067415730337078,0.095679012345679,inf,0.0791867308721241
245,Pustur/whatsapp-chat-parser-website,0.0081374321880651,0.1139240506329113,inf,0.0678119349005424
246,u-wave/web,0.006253908692933,0.1902985074626865,3250433.747126437,0.0478664549959109
247,farmOS/farmOS-client,0.0047422178988326,0.1069924178601516,5636239.571428572,0.0789153696498054
248,NLeRoy917/spottydata,0.0212591986917416,0.1468926553672316,2311033.2,0.6762060506950123
249,allegro/selena,0.0759191333276465,inf,inf,0.4782052375671756
250,ezra-bible-app/ezra-bible-app,0.0368165784832451,0.0970600080547724,1143552.690909091,0.7455081569664903
251,cozy/cozy-files,0.0714704502814258,0.1220735785953177,3471925.4210526315,1.1230651969981238
252,acss-io/acss-site,0.0304568527918781,0.0508474576271186,1200468.0,0.233502538071066
253,te-online/timemanager,0.0594232182218956,0.0153846153846153,1166892.5714285714,0.5812362233651727
254,sandanat/vue-pdf-app,0.0166380323718238,0.0285714285714285,1814859.4,1.3454676115190771
255,chaijs/chaijs.github.io,0.0341302555647155,0.08,inf,0.5619950535861501
256,codeforamerica/city-analytics-dashboard,0.0517726505346088,0.0526315789473684,674669.0,0.0709060213843556
257,omenking/swap-n-pop,0.0314128424945368,0.0958333333333333,1046022.9210526316,0.4744915111783493
258,codexa/firetext,0.0384794993929205,0.1432791728212703,2718085.8260869565,0.3806855328289903
259,media-centre/makenews,0.0078370447091317,0.1834034876728803,1476777.12,0.0428448127049887
260,roelandp/hivewallet,0.0454763372371755,0.0862068965517241,inf,0.7856311211560852
261,baruchiro/israeli-bank-scrapers-desktop,0.0043505282784338,0.0759162303664921,9849682.0,0.0518955873213175
262,avinashkranjan/Recess,0.0517515923566879,0.0534351145038167,inf,0.04578025477707
263,atheme-legacy/iris,0.031701936432715,0.1472081218274111,inf,0.3442274695645069
264,InclineDigital/user-agent.io,0.0140350877192982,0.225,inf,0.0783625730994152
265,Cambalab/ns-vue-radio,0.0066273932253313,0.057471264367816,1277883.9166666667,0.0581737849779086
266,Lambda-School-Labs/LabsPT1_bkwds,0.0146946272769018,0.1470019342359768,620116.4166666666,0.0373488443287922
267,code4romania/covid-19-date-la-zi,0.0015717092337917,0.1398305084745762,502156.125,0.043222003929273
268,Proof-Of-Humanity/proof-of-humanity-web,0.0029863481228668,0.5485714285714286,958996.6666666666,0.0553896473265074
269,rossengeorgiev/habitat-mobile-tracker,0.0325333333333333,0.2875318066157761,753365.5384615385,0.5073333333333333
270,alphagov/spotlight,0.0087223008015087,0.1183206106870229,inf,0.0687175860443187
271,NeurophysVis/SpectraVis,0.0488698839340256,0.085,4939885.2,0.1044593769089798
272,nt1m/media-player,0.0132345156167284,0.1387283236994219,2685053.1428571427,0.1540497617787189
273,dag10/DJ,0.0200278164116828,0.0796915167095115,5935282.363636363,1.317107093184979
274,neoxygen/graphgen,0.029596151042426,inf,inf,0.4262283131651844
275,cydrobolt/scribeline,0.0532030401737242,0.3846153846153846,inf,0.1932681867535287
276,strukturart/o.map,0.1516424478831783,0.0924855491329479,739003.5,0.7894466115135668
277,eneiluj/cospend-nc,0.0057157266537782,0.1774509803921568,175705.54545454544,0.0822055980499285
278,bencodrington/phanary,0.0369833574891298,0.1586206896551724,inf,3.356039782098056
279,sebastian-software/edge,0.0145955807824853,0.0715268225584594,inf,0.1041962294749645
280,zroyer/juggle-and-drop,0.0105953582240161,0.1686746987951807,inf,0.0403632694248234
281,reactjs/pl.reactjs.org,0.0056801195814648,0.0826771653543307,inf,0.038863976083707
282,temporalio/web,0.0054629629629629,0.1094674556213017,2236052.9743589745,0.0759259259259259
283,iorestoacasa-work/iorestoacasa.work,0.0403451166689953,inf,inf,0.3412393460947324
284,neomjs/covid-dashboard,0.0080310880829015,0.0,inf,0.0927461139896373
285,itsnitinr/driwwwle,0.0125820568927789,0.0967741935483871,9492.8,0.0659190371991247
286,iamdarshshah/hacktoberfest-participants,0.0029821073558648,0.5161290322580645,inf,0.0308151093439363
287,racker/gutsy,0.0389420440002437,0.148959474260679,659093.5454545454,0.6726186848680602
288,bbc/talexample,0.0054249547920434,0.05,inf,0.0433996383363472
289,paperjs/paperjs.org,0.0280764302824355,0.0625,inf,0.7622973650493009
290,LLK/scratchjr-website,0.011822440330136,0.0909090909090909,3085171.4545454546,0.0249832701316083
291,MatthewLavine/NodeJS-Chat,0.0402114404379837,0.075268817204301,inf,0.2822352274872569
292,appirio-tech/topcoder-app,0.0088986599664991,0.1706730769230769,1561910.5625,0.1030150753768844
293,Plant-for-the-Planet-org/treecounter-app,0.0160957972085066,0.2005798151839101,3097821.4059549747,0.0678174772883376
294,newrelic/docs-website,0.011796181442296,0.1268808458723058,1005861.0782122904,0.0539340873160646
295,mozilla/chatspaces,0.0284360189573459,0.3468208092485549,336139.8888888889,0.2119160460392687
296,cheminfo/wikipedia,0.026317521389156,0.1208791208791208,inf,0.4533716397509239
297,alicedapp/AliceX,0.0279172371824129,0.0993377483443708,inf,0.0504335919671382
298,basset/basset,0.0083451934273515,0.4285714285714285,659373.3846153846,0.0480657264846681
